Image Path,Asymmetry Score,Area,Perimeter,Circularity,Number of Colors,Sick
DermMel\train_sep\Melanoma\ISIC_0034117.jpg,8868645,87927,6967,0.022763577,2,1
DermMel\train_sep\Melanoma\AUGmented_0_6069.jpeg,1297185,8685,1347,0.060151228,4,1
DermMel\train_sep\Melanoma\AUGmented_0_6063.jpeg,1361445,9133,630,0.289162668,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025098.jpg,11527020,112652,11290,0.011106082,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031764.jpg,2092530,29622,1491,0.167443755,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029417.jpg,6567525,47395,2179,0.125437656,7,0
DermMel\train_sep\Melanoma\AUG_0_6443.jpeg,1845690,10404,1155,0.09800455,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029388.jpg,6931665,53007,1090,0.560647763,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025789.jpg,1247970,15488,693,0.405264661,4,0
DermMel\train_sep\Melanoma\AUGmented_0_9285.jpeg,2949585,18033,2493,0.036461396,3,1
DermMel\train_sep\Melanoma\AUGmented_0_9618.jpeg,1218645,9505,572,0.365064773,3,1
DermMel\train_sep\NotMelanoma\ISIC_0025288.jpg,4123095,86031,2680,0.15052036,2,0
DermMel\train_sep\Melanoma\AUG_0_9551.jpeg,2364105,15735,1343,0.109628781,2,1
DermMel\train_sep\Melanoma\AUGmented_0_19.jpeg,1597575,13469,1535,0.071833737,5,1
DermMel\train_sep\Melanoma\AUGmented_0_6664.jpeg,391425,7739,368,0.718123392,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033252.jpg,3062805,47953,3437,0.051011322,5,0
DermMel\train_sep\Melanoma\ISIC_0028173.jpg,12365970,105754,9897,0.013567491,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032342.jpg,1508070,16620,991,0.212663802,4,0
DermMel\train_sep\NotMelanoma\ISIC_0034125.jpg,3679905,59979,1489,0.339953635,2,0
DermMel\train_sep\Melanoma\AUG_0_6348.jpeg,1836510,14012,1389,0.091265261,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025201.jpg,2499000,14244,1064,0.158109721,2,0
DermMel\train_sep\Melanoma\AUG_0_6228.jpeg,1052640,9722,609,0.329405537,2,1
DermMel\train_sep\Melanoma\AUG_0_6130.jpeg,2310045,17807,3229,0.02146172,2,1
DermMel\train_sep\NotMelanoma\ISIC_0030184.jpg,199410,7988,358,0.78321657,3,0
DermMel\train_sep\Melanoma\ISIC_0028685.jpg,6813855,46891,4892,0.024622178,3,1
DermMel\train_sep\Melanoma\AUG_0_6062.jpeg,1393575,9705,872,0.160388208,5,1
DermMel\train_sep\Melanoma\ISIC_0028065.jpg,9428880,75150,5328,0.033266753,5,1
DermMel\train_sep\Melanoma\AUG_0_5997.jpeg,1000365,10131,460,0.601653595,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030059.jpg,15842385,122909,21830,0.003241053,3,0
DermMel\train_sep\Melanoma\AUG_0_7866.jpeg,1633785,10711,1194,0.094412877,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031328.jpg,14595945,105781,7407,0.024228852,2,0
DermMel\train_sep\Melanoma\AUG_0_9957.jpeg,1032240,6300,458,0.377415261,3,1
DermMel\train_sep\NotMelanoma\ISIC_0034213.jpg,830535,20033,707,0.503636303,4,0
DermMel\train_sep\NotMelanoma\ISIC_0033958.jpg,8868900,94246,10797,0.010159366,4,0
DermMel\train_sep\Melanoma\AUG_0_7303.jpeg,2428620,13898,1031,0.164302753,4,1
DermMel\train_sep\Melanoma\AUG_0_9656.jpeg,2649450,13674,2248,0.034002655,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032348.jpg,11691495,79557,7402,0.018246942,2,0
DermMel\train_sep\Melanoma\AUG_0_4872.jpeg,1330845,9267,735,0.215563064,2,1
DermMel\train_sep\Melanoma\AUGmented_0_6630.jpeg,1094205,12211,1396,0.078739066,2,1
DermMel\train_sep\Melanoma\AUG_0_6164.jpeg,3560310,24722,2935,0.036064279,4,1
DermMel\train_sep\Melanoma\AUG_0_5322.jpeg,681870,3986,544,0.16925806,3,1
DermMel\train_sep\Melanoma\AUGmented_0_9860.jpeg,1121490,10002,1016,0.121761306,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030140.jpg,6915090,52616,4341,0.035087152,4,0
DermMel\train_sep\Melanoma\AUGmented_0_8908.jpeg,1235730,20182,792,0.404318583,3,1
DermMel\train_sep\Melanoma\AUG_0_7654.jpeg,1362975,22871,939,0.325959643,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031754.jpg,3407565,77575,2521,0.153386083,2,0
DermMel\train_sep\Melanoma\ISIC_0032110.jpg,8572845,105041,6973,0.027147471,6,1
DermMel\train_sep\Melanoma\AUG_0_9964.jpeg,532185,6693,411,0.497905639,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031947.jpg,1666425,20117,942,0.284886109,2,0
DermMel\train_sep\Melanoma\AUG_0_5311.jpeg,2404140,12316,1436,0.075053451,2,1
DermMel\train_sep\NotMelanoma\ISIC_0026260.jpg,9005580,77826,7515,0.017317157,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031363.jpg,7760160,55354,5787,0.020770737,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9825.jpeg,1753890,17496,957,0.24006274,5,1
DermMel\train_sep\NotMelanoma\ISIC_0025229.jpg,9086925,38665,3481,0.040097734,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032131.jpg,9798630,93250,3948,0.075180363,2,0
DermMel\train_sep\NotMelanoma\ISIC_0034010.jpg,7164480,67298,10195,0.008136499,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024758.jpg,8418315,62739,6257,0.020137945,2,0
DermMel\train_sep\Melanoma\AUGmented_0_8270.jpeg,2506140,18656,1078,0.20173947,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030267.jpg,4246770,54848,4457,0.034696478,2,0
DermMel\train_sep\Melanoma\AUG_0_6666.jpeg,2829225,22669,2606,0.041946275,3,1
DermMel\train_sep\Melanoma\AUGmented_0_8666.jpeg,1623075,10587,1280,0.081201273,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031512.jpg,12756375,118073,10540,0.013356087,3,0
DermMel\train_sep\Melanoma\AUGmented_0_5159.jpeg,2157300,12218,1511,0.067248261,4,1
DermMel\train_sep\NotMelanoma\ISIC_0024742.jpg,12650805,58273,6747,0.016086287,2,0
DermMel\train_sep\Melanoma\ISIC_0027659.jpg,3833925,23889,2041,0.072064574,3,1
DermMel\train_sep\Melanoma\ISIC_0025394.jpg,12830325,118951,10695,0.013068218,4,1
DermMel\train_sep\NotMelanoma\ISIC_0029432.jpg,8262255,53589,5157,0.025321606,5,0
DermMel\train_sep\NotMelanoma\ISIC_0033627.jpg,13202625,119905,10939,0.012591919,3,0
DermMel\train_sep\Melanoma\AUG_0_4657.jpeg,2214420,16174,1896,0.056539327,3,1
DermMel\train_sep\Melanoma\AUG_0_4619.jpeg,2737680,20530,2097,0.05866809,4,1
DermMel\train_sep\NotMelanoma\ISIC_0030016.jpg,2225385,13373,1592,0.066305962,3,0
DermMel\train_sep\NotMelanoma\ISIC_0029399.jpg,6127905,24031,765,0.516010854,2,0
DermMel\train_sep\Melanoma\AUG_0_5782.jpeg,1877055,20971,910,0.318233738,2,1
DermMel\train_sep\NotMelanoma\ISIC_0030038.jpg,2704785,20927,1386,0.13689588,4,0
DermMel\train_sep\NotMelanoma\ISIC_0032100.jpg,6483375,34507,2204,0.089267606,2,0
DermMel\train_sep\Melanoma\AUGmented_0_8165.jpeg,1620270,12206,1274,0.094502734,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025307.jpg,10070460,78558,3539,0.078820495,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029798.jpg,12568185,101037,14168,0.006325185,2,0
DermMel\train_sep\Melanoma\AUG_0_4279.jpeg,1727370,10736,1257,0.085385045,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025711.jpg,4218975,22301,1575,0.11297259,5,0
DermMel\train_sep\NotMelanoma\ISIC_0029856.jpg,12174210,86604,7485,0.019425142,6,0
DermMel\train_sep\NotMelanoma\ISIC_0025055.jpg,4076175,54123,1326,0.38681622,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025242.jpg,3121710,27738,1244,0.225239341,2,0
DermMel\train_sep\Melanoma\AUG_0_4965.jpeg,3115080,22286,2100,0.063504339,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024815.jpg,2239410,36624,1078,0.396039148,3,0
DermMel\train_sep\Melanoma\AUG_0_7666.jpeg,952680,9926,514,0.472125977,2,1
DermMel\train_sep\Melanoma\AUG_0_7135.jpeg,2330700,10832,1397,0.069747027,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031901.jpg,8087070,66290,7317,0.015559362,5,0
DermMel\train_sep\Melanoma\AUGmented_0_9577.jpeg,1033515,4053,292,0.597338855,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031827.jpg,6804675,79373,5493,0.033057002,4,0
DermMel\train_sep\Melanoma\AUGmented_0_9882.jpeg,1222725,7569,922,0.111888777,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025647.jpg,10459335,110305,11037,0.011378971,2,0
DermMel\train_sep\Melanoma\AUG_0_6218.jpeg,2281995,15421,2321,0.035972624,5,1
DermMel\train_sep\Melanoma\AUG_0_6600.jpeg,827475,7775,588,0.282589232,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032077.jpg,4489275,32745,3001,0.04569018,2,0
DermMel\train_sep\Melanoma\ISIC_0028029.jpg,3026595,25845,1733,0.108140725,5,1
DermMel\train_sep\NotMelanoma\ISIC_0024980.jpg,3249975,43809,1653,0.201477938,2,0
DermMel\train_sep\Melanoma\AUG_0_5971.jpeg,2531895,28681,2516,0.056935466,3,1
DermMel\train_sep\Melanoma\AUGmented_0_8072.jpeg,1795200,11652,644,0.353051942,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032368.jpg,4419405,49611,3055,0.066798301,3,0
DermMel\train_sep\Melanoma\AUGmented_0_6016.jpeg,3279300,19056,2130,0.052781582,2,1
DermMel\train_sep\NotMelanoma\ISIC_0029794.jpg,15275265,113389,17027,0.004914785,3,0
DermMel\train_sep\Melanoma\AUG_0_6192.jpeg,469965,8497,403,0.657454027,3,1
DermMel\train_sep\Melanoma\AUG_0_7496.jpeg,1684275,15803,1867,0.056971909,2,1
DermMel\train_sep\Melanoma\AUG_0_4747.jpeg,2909295,16739,2264,0.041038032,3,1
DermMel\train_sep\Melanoma\AUG_0_4778.jpeg,515355,3283,231,0.773137586,3,1
DermMel\train_sep\Melanoma\ISIC_0034263.jpg,8532810,68254,4506,0.042243082,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031704.jpg,7981500,89618,5058,0.044019739,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031733.jpg,10343820,55564,6376,0.017175396,3,0
DermMel\train_sep\Melanoma\ISIC_0024900.jpg,9391395,73213,7431,0.016661095,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031917.jpg,6277590,91194,2996,0.127671074,3,0
DermMel\train_sep\Melanoma\ISIC_0025234.jpg,7935600,95718,4981,0.048480869,11,1
DermMel\train_sep\NotMelanoma\ISIC_0034168.jpg,5419515,58013,3762,0.051510718,3,0
DermMel\train_sep\Melanoma\AUG_0_5305.jpeg,1889040,19414,1970,0.062862614,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031807.jpg,2070855,9633,478,0.529804486,2,0
DermMel\train_sep\Melanoma\AUG_0_7277.jpeg,1561110,14820,782,0.304540153,4,1
DermMel\train_sep\Melanoma\AUG_0_7346.jpeg,2902920,17172,3039,0.023365191,5,1
DermMel\train_sep\Melanoma\AUG_0_6140.jpeg,720885,8111,769,0.172358055,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029974.jpg,12074250,127840,10579,0.014354478,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025627.jpg,6981900,55982,5966,0.019764771,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025285.jpg,15232680,107424,9799,0.014058781,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025300.jpg,2464320,19904,928,0.29043856,4,0
DermMel\train_sep\NotMelanoma\ISIC_0032338.jpg,404685,9095,367,0.848555864,3,0
DermMel\train_sep\Melanoma\AUG_0_7864.jpeg,2146335,13333,1871,0.047861926,3,1
DermMel\train_sep\Melanoma\AUG_0_5768.jpeg,1323450,9412,932,0.136163265,3,1
DermMel\train_sep\Melanoma\AUG_0_5298.jpeg,960840,13432,971,0.179024342,4,1
DermMel\train_sep\Melanoma\AUGmented_0_9647.jpeg,1831410,12268,606,0.419796084,2,1
DermMel\train_sep\NotMelanoma\ISIC_0025206.jpg,11581080,97466,11737,0.008890963,3,0
DermMel\train_sep\NotMelanoma\ISIC_0031986.jpg,16140735,113721,9991,0.01431636,4,0
DermMel\train_sep\Melanoma\AUG_0_7000.jpeg,2293980,15788,2485,0.032128037,5,1
DermMel\train_sep\Melanoma\AUGmented_0_2214.jpeg,831045,12171,677,0.333701984,5,1
DermMel\train_sep\Melanoma\ISIC_0025651.jpg,14584470,93530,8760,0.015316255,6,1
DermMel\train_sep\Melanoma\AUG_0_9902.jpeg,881790,7442,507,0.363817522,4,1
DermMel\train_sep\Melanoma\AUGmented_0_250.jpeg,2884305,17729,1918,0.060561538,6,1
DermMel\train_sep\NotMelanoma\ISIC_0025675.jpg,7876695,31007,2933,0.045294502,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029682.jpg,8610075,69229,3065,0.092605539,4,0
DermMel\train_sep\NotMelanoma\ISIC_0033499.jpg,9180510,58964,6408,0.018044788,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032707.jpg,7205790,48224,3899,0.039862692,4,0
DermMel\train_sep\Melanoma\AUG_0_6939.jpeg,918000,22186,1114,0.224656243,2,1
DermMel\train_sep\Melanoma\AUG_0_6944.jpeg,2303670,13254,1590,0.065881364,4,1
DermMel\train_sep\NotMelanoma\ISIC_0032199.jpg,14489865,104027,10190,0.012589474,5,0
DermMel\train_sep\Melanoma\AUG_0_5781.jpeg,2307240,21300,1340,0.149066437,3,1
DermMel\train_sep\Melanoma\AUG_0_7699.jpeg,462570,6844,771,0.144680869,4,1
DermMel\train_sep\Melanoma\AUG_0_4879.jpeg,2683110,28054,1917,0.095931322,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026185.jpg,3708465,35735,1198,0.312888798,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029701.jpg,3842085,27907,1436,0.170064684,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032778.jpg,2241450,17612,1124,0.175180563,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033248.jpg,5722965,62913,3069,0.083937587,4,0
DermMel\train_sep\NotMelanoma\ISIC_0029532.jpg,2953665,24129,1872,0.086524181,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025006.jpg,2128485,47393,1667,0.214315146,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029938.jpg,14375880,136242,7949,0.02709542,3,0
DermMel\train_sep\Melanoma\AUG_0_7553.jpeg,1123785,15459,625,0.49731462,4,1
DermMel\train_sep\Melanoma\AUGmented_0_2236.jpeg,2100690,13720,1401,0.087839065,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029467.jpg,4604280,42084,5027,0.020927103,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025490.jpg,7475070,77562,8515,0.013442794,2,0
DermMel\train_sep\NotMelanoma\ISIC_0024450.jpg,9533430,53780,4906,0.028078608,6,0
DermMel\train_sep\NotMelanoma\ISIC_0026194.jpg,13262295,83625,9633,0.0113246,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033419.jpg,3586830,45368,3130,0.05819301,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033629.jpg,6973740,75894,2917,0.112084214,4,0
DermMel\train_sep\Melanoma\AUGmented_0_6024.jpeg,2483445,19191,2493,0.038802786,5,1
DermMel\train_sep\Melanoma\AUGmented_0_8548.jpeg,3335910,21458,3064,0.028722457,2,1
DermMel\train_sep\Melanoma\AUG_0_6410.jpeg,1430295,12503,1364,0.084449164,2,1
DermMel\train_sep\NotMelanoma\ISIC_0032039.jpg,2357985,40771,1983,0.130291415,2,0
DermMel\train_sep\Melanoma\ISIC_0032269.jpg,15340035,105553,11594,0.009867653,8,1
DermMel\train_sep\Melanoma\AUG_0_4672.jpeg,2341665,15099,1865,0.054550706,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025731.jpg,14386080,94562,8775,0.015432357,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030084.jpg,5206590,21722,1707,0.093679083,2,0
DermMel\train_sep\Melanoma\AUG_0_6509.jpeg,2631345,12871,1207,0.111021634,3,1
DermMel\train_sep\Melanoma\AUG_0_7906.jpeg,1856400,11114,1439,0.067446384,3,1
DermMel\train_sep\NotMelanoma\ISIC_0032773.jpg,6049365,101023,2869,0.15423006,5,0
DermMel\train_sep\NotMelanoma\ISIC_0025255.jpg,3851775,35449,2165,0.095038167,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033130.jpg,10058220,82186,4082,0.061981446,3,0
DermMel\train_sep\NotMelanoma\ISIC_0033661.jpg,3622530,53548,2492,0.108357018,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033165.jpg,7329720,74458,3139,0.094959539,3,0
DermMel\train_sep\NotMelanoma\ISIC_0029648.jpg,7256790,82508,6836,0.022187165,1,0
DermMel\train_sep\Melanoma\AUG_0_5705.jpeg,2216970,17156,1896,0.059972097,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025837.jpg,7249905,65403,8377,0.011711985,4,0
DermMel\train_sep\NotMelanoma\ISIC_0033329.jpg,4295985,23777,1421,0.147971735,3,0
DermMel\train_sep\NotMelanoma\ISIC_0032623.jpg,3679140,57438,1958,0.18827116,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031351.jpg,13683045,81983,9066,0.012534362,4,0
DermMel\train_sep\Melanoma\AUG_0_5309.jpeg,1358895,10047,1522,0.054502567,3,1
DermMel\train_sep\Melanoma\AUGmented_0_1533.jpeg,1174275,8501,666,0.240841555,2,1
DermMel\train_sep\Melanoma\AUGmented_0_9575.jpeg,278715,6331,369,0.584291334,3,1
DermMel\train_sep\NotMelanoma\ISIC_0029543.jpg,5317515,66639,2159,0.179652411,2,0
DermMel\train_sep\Melanoma\AUG_0_4836.jpeg,2348295,19775,3113,0.025642958,4,1
DermMel\train_sep\Melanoma\AUGmented_0_8597.jpeg,554370,3024,399,0.238696395,3,1
DermMel\train_sep\Melanoma\AUG_0_7474.jpeg,2403630,18664,2244,0.046576718,4,1
DermMel\train_sep\NotMelanoma\ISIC_0025626.jpg,1748790,22694,845,0.399399481,2,0
DermMel\train_sep\Melanoma\ISIC_0029562.jpg,725475,18017,1025,0.215498679,5,1
DermMel\train_sep\NotMelanoma\ISIC_0025763.jpg,7273365,76895,4807,0.041817659,4,0
DermMel\train_sep\Melanoma\AUG_0_4046.jpeg,2058870,22900,1181,0.206322006,2,1
DermMel\train_sep\Melanoma\AUG_0_4201.jpeg,1867110,19740,1055,0.222870246,4,1
DermMel\train_sep\Melanoma\AUG_0_4359.jpeg,948345,10685,884,0.171822431,4,1
DermMel\train_sep\NotMelanoma\ISIC_0031332.jpg,18312570,78900,6072,0.026892015,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024592.jpg,9803475,165473,7197,0.040145235,4,0
DermMel\train_sep\NotMelanoma\ISIC_0026413.jpg,1422135,14799,907,0.226062049,2,0
DermMel\train_sep\Melanoma\AUG_0_7905.jpeg,945795,7979,1083,0.085487264,3,1
DermMel\train_sep\Melanoma\AUG_0_6708.jpeg,2029545,11943,1060,0.133570812,3,1
DermMel\train_sep\Melanoma\AUGmented_0_6055.jpeg,1454520,11956,794,0.238316859,2,1
DermMel\train_sep\NotMelanoma\ISIC_0024811.jpg,5450370,86796,2557,0.166820001,2,0
DermMel\train_sep\Melanoma\AUG_0_5383.jpeg,2600235,16157,2483,0.032931927,3,1
DermMel\train_sep\Melanoma\AUG_0_4476.jpeg,2528835,13275,1336,0.093461227,4,1
DermMel\train_sep\Melanoma\AUG_0_7942.jpeg,1957380,17256,1803,0.066705024,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033194.jpg,3887220,43122,3268,0.050739322,2,0
DermMel\train_sep\Melanoma\AUG_0_4177.jpeg,2374050,21676,1762,0.087735872,4,1
DermMel\train_sep\Melanoma\AUGmented_0_2392.jpeg,877965,8763,854,0.150989565,2,1
DermMel\train_sep\NotMelanoma\ISIC_0030017.jpg,2408730,23684,1373,0.157878809,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025578.jpg,898875,9691,684,0.260295257,5,0
DermMel\train_sep\NotMelanoma\ISIC_0026306.jpg,5421810,29312,2340,0.067270337,2,0
DermMel\train_sep\Melanoma\AUG_0_4636.jpeg,1399185,21831,950,0.303973891,5,1
DermMel\train_sep\NotMelanoma\ISIC_0025004.jpg,4268190,34258,5652,0.013476204,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029391.jpg,9271800,62694,8771,0.010240888,7,0
DermMel\train_sep\NotMelanoma\ISIC_0033466.jpg,1583295,44375,1575,0.224795242,3,0
DermMel\train_sep\Melanoma\AUG_0_9477.jpeg,2106810,10746,1188,0.095680584,3,1
DermMel\train_sep\NotMelanoma\ISIC_0031813.jpg,2718555,10661,623,0.345168944,4,0
DermMel\train_sep\Melanoma\AUG_0_4138.jpeg,1745475,14347,936,0.20578763,3,1
DermMel\train_sep\Melanoma\AUG_0_9931.jpeg,400095,4631,398,0.36738253,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024771.jpg,15602430,120740,12345,0.009955862,3,0
DermMel\train_sep\Melanoma\AUG_0_5414.jpeg,683145,10333,1028,0.12287119,2,1
DermMel\train_sep\NotMelanoma\ISIC_0033876.jpg,4218720,44482,2397,0.097287737,4,0
DermMel\train_sep\Melanoma\ISIC_0025195.jpg,13742970,103046,10074,0.012759601,3,1
DermMel\train_sep\Melanoma\AUGmented_0_8895.jpeg,1635060,23170,1213,0.197885647,5,1
DermMel\train_sep\NotMelanoma\ISIC_0034230.jpg,2512260,48950,1191,0.433649687,3,0
DermMel\train_sep\Melanoma\ISIC_0032629.jpg,6826605,52133,6378,0.016104734,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033600.jpg,4148085,54923,3680,0.050964583,3,0
DermMel\train_sep\Melanoma\AUG_0_7043.jpeg,1963245,13327,838,0.238481242,3,1
DermMel\train_sep\NotMelanoma\ISIC_0030098.jpg,6406365,49453,3374,0.054589906,2,0
DermMel\train_sep\NotMelanoma\ISIC_0030174.jpg,13582320,92468,2327,0.214589546,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032667.jpg,3531240,54076,2273,0.131527193,3,0
DermMel\train_sep\Melanoma\AUG_0_9493.jpeg,2311575,19031,1784,0.075141831,2,1
DermMel\train_sep\NotMelanoma\ISIC_0031809.jpg,15517260,109068,4385,0.071280054,4,0
DermMel\train_sep\NotMelanoma\ISIC_0031864.jpg,8888535,97895,3996,0.077040557,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024734.jpg,2674440,20412,813,0.388073808,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031625.jpg,3619470,41946,3102,0.054779344,2,0
DermMel\train_sep\Melanoma\ISIC_0024554.jpg,15889560,108130,10586,0.012125294,7,1
DermMel\train_sep\Melanoma\AUG_0_6137.jpeg,284580,6270,456,0.378920167,3,1
DermMel\train_sep\NotMelanoma\ISIC_0024810.jpg,9369720,66008,2259,0.162545135,2,0
DermMel\train_sep\NotMelanoma\ISIC_0029357.jpg,9100185,91511,8176,0.017202889,3,0
DermMel\train_sep\Melanoma\ISIC_0033801.jpg,3321630,91076,2706,0.15629973,4,1
DermMel\train_sep\Melanoma\ISIC_0028285.jpg,13165140,99906,11754,0.009087199,2,1
DermMel\train_sep\NotMelanoma\ISIC_0026100.jpg,11458425,73959,8070,0.014270981,3,0
DermMel\train_sep\NotMelanoma\ISIC_0030232.jpg,2929950,22118,1249,0.178168466,6,0
DermMel\train_sep\NotMelanoma\ISIC_0032382.jpg,9302655,99395,11367,0.009666799,2,0
DermMel\train_sep\Melanoma\AUGmented_0_9559.jpeg,2719320,18338,2373,0.040922896,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026374.jpg,13800855,99077,9721,0.013175309,7,0
DermMel\train_sep\Melanoma\AUG_0_4418.jpeg,1646025,12675,1662,0.057662809,5,1
DermMel\train_sep\Melanoma\AUGmented_0_1193.jpeg,2267460,12180,1650,0.056219796,3,1
DermMel\train_sep\NotMelanoma\ISIC_0026388.jpg,10942560,79304,7849,0.016176192,3,0
DermMel\train_sep\Melanoma\AUG_0_9396.jpeg,2963610,17948,3155,0.022658293,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033481.jpg,3973155,22871,1259,0.181319101,3,0
DermMel\train_sep\Melanoma\AUG_0_7521.jpeg,1769955,15143,1022,0.182188095,2,1
DermMel\train_sep\NotMelanoma\ISIC_0030154.jpg,2544900,38876,1661,0.17707293,2,0
DermMel\train_sep\NotMelanoma\ISIC_0026261.jpg,4555065,17863,947,0.250301991,2,0
DermMel\train_sep\NotMelanoma\ISIC_0032143.jpg,6036870,53472,2859,0.082206845,2,0
DermMel\train_sep\NotMelanoma\ISIC_0031365.jpg,8138070,49404,5807,0.018410616,2,0
DermMel\train_sep\Melanoma\AUG_0_7593.jpeg,1346145,11393,1052,0.129364907,4,1
DermMel\train_sep\Melanoma\ISIC_0028228.jpg,13451250,109280,9314,0.015829897,6,1
DermMel\train_sep\Melanoma\AUG_0_9531.jpeg,762195,3997,573,0.152980039,3,1
DermMel\train_sep\Melanoma\AUG_0_7287.jpeg,1537905,11691,1433,0.071543329,3,1
DermMel\train_sep\NotMelanoma\ISIC_0033898.jpg,3193620,23190,1430,0.142507768,3,0
DermMel\train_sep\NotMelanoma\ISIC_0025393.jpg,1473135,22891,837,0.410604508,2,0
DermMel\train_sep\NotMelanoma\ISIC_0025770.jpg,1872720,16612,657,0.483616431,3,0
DermMel\train_sep\Melanoma\AUG_0_7329.jpeg,1422135,9969,1068,0.109829487,3,1
DermMel\train_sep\Melanoma\AUGmented_0_9247.jpeg,723945,4411,619,0.144665717,4,1
DermMel\train_sep\Melanoma\AUGmented_0_9687.jpeg,3039345,20643,3476,0.02146956,2,1
DermMel\train_sep\Melanoma\AUG_0_6452.jpeg,1247715,13049,902,0.201545924,4,1
DermMel\train_sep\Melanoma\AUG_0_6336.jpeg,2387055,17501,2728,0.029551804,3,1
DermMel\train_sep\Melanoma\ISIC_0034317.jpg,996030,35436,847,0.620708562,3,1
DermMel\train_sep\Melanoma\AUG_0_4749.jpeg,268770,2174,308,0.287983742,3,1
DermMel\train_sep\NotMelanoma\ISIC_0034096.jpg,7014540,68344,4219,0.048249321,3,0
DermMel\train_sep\NotMelanoma\ISIC_0024736.jpg,3249720,58478,3692,0.053911199,2,0
DermMel\train_sep\NotMelanoma\ISIC_0033884.jpg,8681475,57949,5336,0.025575502,2,0
DermMel\train_sep\Melanoma\AUGmented_0_5619.jpeg,1598850,9532,1087,0.10137592,2,1
DermMel\train_sep\Melanoma\AUGmented_0_2042.jpeg,2232525,16079,3098,0.021052616,3,1
DermMel\train_sep\Melanoma\AUG_0_9504.jpeg,1340535,12847,877,0.209899982,3,1
